kode,nama_makanan,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,status_makanan,kelompok_makanan
CP063,Tahu telur,328,12.6,19.9,24.6,0.4,492,238,4.9,755,0,0,0,73,0.42,0,0,0,Olahan,Kacang
CP064,Takwa,148,13.8,8.5,4,0,140,214,8.5,3,79,0.3,1.3,0,0.2,0.1,0.8,0,Olahan,Kacang
CP065,Tauco,184,11.4,5.5,22.2,1.9,72,463,6,1766,233,0.39,1,0,0.32,0.2,0.8,0,Olahan,Kacang
CP066,"Tauco cap beruang, cake",347,7.4,5.2,67.6,3.2,63,106,6.2,0,0,0,0,0,0.35,0,0,0,Olahan,Kacang
CP067,"Tauco cap DAS, cake",358,7.5,4.3,70.4,3.1,94,94,4.5,0,0,0,0,0,0.29,0,0,0,Olahan,Kacang
CP068,Tauco cap meong,159,7.4,4.9,21.3,1.6,183,84,10.1,1547,204.1,0.34,0.9,0,0.46,0.18,0.7,0,Olahan,Kacang
CP069,Tauji cap singa,277,9.1,4.7,49.6,1.2,68,106,3,0,0,0,0,0,0.15,0,0,0,Olahan,Kacang
CP070,Tempe bongkrek,119,4.4,3.5,18.3,0,27,100,2.6,0,0,0,0,0,0.08,0,0,0,Olahan,Kacang
CP071,Tempe gembus P3G,73,5.7,1.3,10.3,4.2,204,80,1.5,0,0,0,0,0,0.09,0.1,0.9,0,Olahan,Kacang
CP072,Tempe gembus yogya,76,6.8,0.7,10.6,5.3,76,142,16.5,0,0,0,0,0,0.79,0.01,0.1,0,Olahan,Kacang
CP073,Tempe kacang babi,139,12.5,0.8,21.9,1.8,68,182,2.6,0,0,0,0,0,0.1,0,0,0,Olahan,Kacang
CP074,Tempe kecipir (kacang belimbing),212,17.5,10,12.9,2.9,186,160,2.2,0,0,0,0,0,0.2,0,0,0,Olahan,Kacang
CP075,Tempe kedelai + jagung,143,12,5.5,11.4,1.9,155,156,6.8,0,0,0,0,0,0.33,0.15,1.2,0,Olahan,Kacang
CP076,"Tempe kedelai murni, goreng",350,24.5,26.6,10.4,4.2,202,296,4.9,22,626.7,0.8,2.5,0,0.24,0.6,3.3,0,Olahan,Kacang
CP077,"Tempe kedelai murni, mentah",201,20.8,8.8,13.5,1.4,155,326,4,9,234,0.57,1.7,0,0.19,0.59,4.9,0,Olahan,Kacang
CP078,Tempe koro benguk,141,10.2,1.3,23.2,0,42,15,2.6,0,0,0,0,0,0.09,0,0,0,Olahan,Kacang
CP079,Tempe lamtoro,128,10.7,0.5,21.3,7.1,203,108,0.6,0,0,0,0,0,0.17,0,0,2,Olahan,Kacang
CP080,Tempe lamtoro var. gung dengan kulit,146,11.7,2.3,19.6,7.6,128,41,6.8,0,0,0,0,0,0.19,0,1.4,0,Olahan,Kacang
CP081,Tempe lamtoro var. gung tanpa kulit,131,18,0.8,13,1.3,95,154,12.4,0,0,0,0,0,0.2,0.02,2.6,0,Olahan,Kacang
CP082,Tempe pasar,150,14,7.7,9.1,1.4,517,202,1.5,7,165.9,0.4,1.2,0,0.17,0.44,3.6,0,Olahan,Kacang
CP083,Tempe pasar goreng,336,20,28,7.8,3.4,156,350,3,20,566.2,0.8,2.2,0,0.1,0.5,3,0,Olahan,Kacang
CP084,Tepung hunkwe (pati kacang ijo),364,4.5,1,83.5,16.1,50,100,1,15,1232.9,0.93,2.7,0,0,0.23,2.2,0,Olahan,Kacang
CP085,Tepung Jalejo,388,19,7.5,61.2,5.8,101,663,2,3,712,0.6,1.9,0,0.02,0.7,1.6,9,Olahan,Kacang
CP086,Tepung kacang kedelai,347,35.9,20.6,29.9,5.8,195,544,8.4,52,2522.6,4303.45,2.6,0,0.77,0.32,2.1,0,Olahan,Kacang
CR001,"Kacang arab, kering",330,23.8,1.4,60.2,17.4,57,388,4.7,24,874.3,0.85,3.4,0,0.77,0.21,1.5,2,Tunggal,Kacang
CR002,"Kacang babi, kering",341,30.4,3.2,51.3,4.5,178,521,6.8,13,1768,0.82,3.1,0,0.23,0.33,2.8,0,Tunggal,Kacang
CR003,"Kacang belimbing (kecipir), kering",400,34.4,16.9,34.1,10.7,468,182,6.8,37,955,2.82,2,0,0.3,0.44,3,0,Tunggal,Kacang
CR004,"Kacang beracun, segar",118,4.4,1.5,21.6,0,50,50,1.7,10,40,0.3,1,0,0.43,0,0,0,Tunggal,Kacang
CR005,"Kacang bogor, kering",370,16,6,65,26.3,85,264,4.2,44,868.8,1.48,2.7,0,0.18,0.26,0,0,Tunggal,Kacang
CR006,"Kacang bogor, segar",165,7.7,3.1,27.4,2.5,96,126,5.3,6,537,0.41,1.2,0,0.32,0.35,2.7,0,Tunggal,Kacang
CR007,"Kacang endel, biji, kering",331,25,1,58,23.6,80,400,5,12,1322.4,0.68,2.7,0,0.3,0.75,2.3,0,Tunggal,Kacang
CR008,"Kacang ercis, segar",129,12.4,0.7,18.3,28.6,40,130,2.3,4,310,0.3,2.1,0,0.29,0.05,2.7,0,Tunggal,Kacang
CR009,"Kacang galing, segar",336,23.1,1.7,59.5,0,80,400,5,0,0,0,0,0,0.6,0,0,0,Tunggal,Kacang
CR010,"Kacang gude, biji, kering",316,20.7,1,58,4.6,146,445,4.7,16,1306.2,0.99,2.7,0,0.3,0.19,2.4,0,Tunggal,Kacang
CR011,"Kacang gude, biji, segar",114,7,0.6,20.8,4.4,3,122,1.5,4,480.5,0.12,0.9,0,0.37,0.07,0.8,43,Tunggal,Kacang
CR012,"Kacang hijau var. bakti, kering",350,17.1,1.8,70.7,5.7,94,315,4.9,46,893.9,1.52,3.1,0,0.4,0.27,2.6,11,Tunggal,Kacang
CR013,"Kacang hijau var. siwalik, kering",339,20.8,2.1,64.6,7.4,122,136,4.9,45,880.4,1.5,3.1,0,0.45,0.27,2.6,0,Tunggal,Kacang
CR014,"Kacang hijau, kering",323,22.9,1.5,56.8,7.5,223,319,7.5,42,815.7,1.9,2.9,0,0.46,0.15,1.5,10,Tunggal,Kacang
CR015,"Kacang hitam, kering",346,16.6,1.7,66.1,22.8,70,300,4.7,3,0,0.9,3.5,0,0.16,0.1,2.1,0,Tunggal,Kacang
CR016,"Kacang kapri, segar",98,6.7,0.4,17.7,6.2,22,122,1.9,6,296.6,0.21,1.5,0,0.34,0.16,2.5,26,Tunggal,Kacang
CR017,"Kacang kedelai, kering",381,40.4,16.7,24.9,3.2,222,682,10,210,713.4,1.58,3.9,0,0.52,0.12,1.2,0,Tunggal,Kacang
CR018,"Kacang kedelai, segar",286,30.2,15.6,30.1,0,196,506,6.9,28,870.9,1.24,3.6,0,0.93,0.26,1.8,0,Tunggal,Kacang
CR019,"Kacang kincai, kering",444,19.9,16,55,0,26,0,0,0,0,0,0,0,0.1,0.1,1.9,0,Tunggal,Kacang
CR020,"Kacang komak, segar",327,16.4,4.3,55.8,0.5,74,282,4,22,1137,0.9,2.1,0,0.99,0.12,0.1,0,Tunggal,Kacang
CR021,"Kacang kuning, kering",355,17,2.5,66,15.1,140,220,5.8,1,0,0.7,3.2,0,0.47,0.08,1.9,0,Tunggal,Kacang
CR022,"Kacang lebui /iris, kering",346,16.5,1.5,66.6,37.3,144,368,3.4,17,1225,1.5,3.3,0,0.62,0.2,0,0,Tunggal,Kacang
CR023,"Kacang mentega, kering",344,16.7,2.1,64.6,13,110,300,6.7,1,10,0.7,2.5,0,0.21,0.07,1.2,0,Tunggal,Kacang
CR024,"Kacang merah/banda, kering",350,13.9,3,66.9,26.3,84,242,6.8,19,1127,0,42,0,0.15,0.76,0.3,0,Tunggal,Kacang
CR025,"Kacang merah tua, kering",280,16.7,1.6,63.2,4.6,209,335,6.4,0,1348.5,0.69,2.8,0,0.1,0.08,2,6,Tunggal,Kacang
CR026,"Kacang merah, kering",314,22.1,1.1,56.2,4,502,429,10.3,11,1265.5,0.65,2.6,0,0.4,0.72,2.2,0,Tunggal,Kacang
CR027,"Kacang merah, segar",171,11,2.2,28,2.1,293,134,3.7,7,360.7,0.34,1.4,0,0.15,0.15,1.1,0,Tunggal,Kacang
CR028,"Kacang mete/biji jambu monyet, segar",616,16.3,48.4,28.7,0.9,26,521,3.8,26,692,4.7,4.1,0,0.64,0.03,0,0,Tunggal,Kacang
CR029,"Kacang panjang, biji, kering",357,17.3,1.5,68.6,10.6,163,437,6.9,16,1109.4,0.35,2.8,0,0.57,0.98,7.1,2,Tunggal,Kacang
CR030,Kacang tanah sangan,560,29.5,43,24.1,2.9,107,366,4.1,34,509.8,1.69,2.1,0,0.31,0.3,15.5,0,Tunggal,Kacang
CR031,Kacang tanah sangan tanpa selaput,559,26.9,44.2,23.6,2.6,74,393,1.9,33,202.3,520.4,1.7,0,0.3,29.47,8,0,Tunggal,Kacang
CR032,"Kacang tanah, kering",525,27.9,42.7,17.4,2.4,316,456,5.7,31,466.5,1.55,1.9,0,0.44,0.27,1.4,0,Tunggal,Kacang
CR033,"Kacang tolo / tunggak, kering",331,24.4,1.9,56.6,1.6,481,399,13.9,15,7.8,1.03,5.9,0,0.06,0.2,4.3,0,Tunggal,Kacang
CR034,"Kacang tunis, kering",351,12.2,1.2,72.9,29.5,120,220,6.9,1,0,1.4,2.9,0,0.57,0.13,2.5,0,Tunggal,Kacang
CR035,"Kacang uci, kering",358,23.4,2.4,60.6,7.4,269,264,0.5,13,1457.7,0.35,0,0,0.1,0.2,2.5,2,Tunggal,Kacang
CR036,"Kacang urei, kering",354,12.8,1.8,69.3,26.1,220,220,5.1,1,0,0.7,3.1,0,0.55,0.05,3.5,0,Tunggal,Kacang
CR037,"Kenari banda, kering",616,13.9,56.2,13.7,0,0,380,1.4,11,460,1.1,3.2,0,0.83,0.08,0.5,0,Tunggal,Kacang
CR038,"Kenari, kering",657,15,66,13,0,92,691,7.7,3,505.8,0.97,3,0,0.42,0.09,0.5,0,Tunggal,Kacang
CR039,"Komak polong, segar",99,3.3,0.1,21.2,10.3,50,99,13.1,15,567,0.2,0.6,0,0.13,0.03,0.2,0,Tunggal,Kacang
CR040,"Koro andong, kering",356,20.5,4.1,61.6,7,150,272,6.2,18,301.8,0.73,2.8,0,0.29,0.02,1.4,1,Tunggal,Kacang
CR041,"Koro benguk, biji, kering",332,24,3,55,5.6,30,200,2,42,389.2,1.25,8.7,0,0.3,0.12,1.7,0,Tunggal,Kacang
CR042,"Koro kerupuk, biji, segar",125,8.3,0.7,22.1,2.2,17,12,2.7,16,150.3,0.48,3.4,0,0.11,0.04,1.1,31,Tunggal,Kacang
CR043,"Koro loke, biji, segar",33,2.7,0.2,7.9,3.5,60,40,2,2,38.6,0.09,0.4,0,0.1,0,0.2,0,Tunggal,Kacang
CR044,"Koro roay, kering",344,12.5,2.1,69.4,7.5,70,103,4.4,18,294.3,0.72,2.7,0,0.11,0.21,1.4,1,Tunggal,Kacang
CR045,"Koro wedus, biji, kering",338,22.2,1.5,61,5.8,88,395,3.5,43,403.8,1.3,9.1,0,0.62,0.12,1.8,0,Tunggal,Kacang
CR046,"Lamtoro biji, muda, segar",85,5.7,0.3,15.4,10.8,180,53,2.7,35,485.7,0.02,1.4,0,0.08,1.15,1,15,Tunggal,Kacang
CR047,"Lamtoro biji, tua, segar",148,10.6,0.5,26.2,17,155,59,2.2,28,628.6,0.03,2.4,0,0.23,0.49,2.8,20,Tunggal,Kacang
CR048,Lamtoro var. gung tanpa kulit,367,46.4,5.4,32.5,2.6,136,441,23.3,65,1462.3,0.07,5.6,0,0.06,1.15,1,9,Tunggal,Kacang
CR049,Lamtoro var. lokal dengan kulit,336,23.8,1.2,59.7,15.4,867,321,1.5,134,1858.9,0.07,5.4,0,0.15,1.34,0.9,16,Tunggal,Kacang
CR050,"Nangka, biji, segar",165,4.2,0.1,36.7,1.8,33,200,1,69,179,0.12,0.2,0,0.2,0.03,1.4,10,Tunggal,Kacang
CR051,"Saga merah terkupas, mentah",449,30.6,25.5,31.9,3.5,1062,161,14.2,66,1496.5,0.07,5.7,0,0.09,1.5,10.9,7,Tunggal,Kacang
CR052,"Wijen, mentah",568,19.3,51.1,18.1,3.6,1125,614,9.5,18,303.7,4.16,7.9,0,0.93,0.2,5.7,0,Tunggal,Kacang
DP001,"Bayam, kukus",30,1.3,0.7,5.8,1.2,239,35,5.7,15,431,0.1,0.3,0,0.02,0.1,0.9,32,Olahan,Sayur
DP002,"Bayam, rebus",23,1.2,0.6,3.7,1.1,150,35,0.5,16,308.4,0.2,0.3,0,0.02,0.1,0.9,19,Olahan,Sayur
DP003,"Buncis, rebus",30,2.2,0.2,6.4,1.5,107,47,0.5,7,138.9,0.1,0.3,0,0.01,0.29,2,8,Olahan,Sayur
DP004,"Daun kacang panjang, kukus",40,3.7,0.3,8,1.8,111,66,3.7,6,419.5,0.2,0.3,0,0.15,0.2,0.9,11,Olahan,Sayur
DP005,"Daun katuk, rebus",53,5.3,0.9,9.1,1.2,185,102,3.1,16,291.3,0.3,1.3,0,0,0.3,2.2,66,Olahan,Sayur
DP006,"Daun kelor, rebus",61,6.1,0.9,10,0.9,255,36,2.1,45,181.2,0.1,0.6,0,0.1,0.1,4,13,Olahan,Sayur
DP007,"Daun mengkudu, kukus",63,3.8,1.5,11.5,2.4,300,43,6,0,0,0,0,0,0.08,0.1,5.2,11,Olahan,Sayur
DP008,"Daun singkong, rebus",31,3.7,0.6,4.8,1.6,160,50,2.6,13,14,0.1,2,0,0.02,0.1,1.7,34,Olahan,Sayur
DP009,"Daun talas, rebus",27,1.3,0.2,5.9,1.6,119,41,1.4,3,519.4,0.5,0.5,0,0,0.6,1.9,7,Olahan,Sayur
DP010,"Daun ubi merah, kukus",56,3.1,0.3,13,1.5,78,52,4.3,28,472.8,0.1,0.4,0,0,0.2,1.1,14,Olahan,Sayur
DP011,"Kacang panjang, kukus",39,3,0.6,7.6,1.7,100,91,1.2,28,199,0.11,0.5,0,0.02,0.1,0.3,20,Olahan,Sayur
DP012,"Kacang panjang, rebus",30,2.3,0.4,5.8,1.4,71,68,0.8,24,114.5,0.1,0.4,0,0,0.07,0.2,15,Olahan,Sayur
DP013,"Kangkung, kukus",30,3.2,0.7,4.7,1.8,70,49,4.4,45,184.9,0.1,0.4,0,0.03,0.28,1.4,11,Olahan,Sayur
DP014,"Kangkung, rebus",22,2.5,0.6,3.1,1.2,50,51,3.5,31,98,0.1,0.3,0,0.01,0.22,1.2,13,Olahan,Sayur
DP015,"Paria putih, kukus",16,0.8,0.2,3.4,1.2,16,33,0.5,4,236,0,0.7,0,0.15,0.04,0.3,35,Olahan,Sayur
DP016,"Selada, rebus",19,2.7,0.2,2.9,0.7,83,74,1.4,24,160.7,0.05,0.3,0,0.08,0.2,0.6,27,Olahan,Sayur
DP017,"Taoge, goreng",88,3.2,2.1,14,0.7,168,50,5.7,0,0,0,0,2,0.05,0,0,0,Olahan,Sayur
DP018,"Taoge, seduh",28,3,0.8,4,1,52,73,0.5,18,58.3,0.19,0.4,0,0.1,0,0.9,2,Olahan,Sayur
DP019,"Terung panjang, kukus",23,1.8,0.1,4.9,0.4,40,13,0.5,9,57,67.1,0.2,0,0,0.07,0.7,1,Olahan,Sayur
DP020,"Wortel, rebus",28,0.7,0.5,6.3,0.8,46,28,0.6,41,117.3,0.1,0.2,0,0.01,0.03,0.7,12,Olahan,Sayur
DP021,"Wortel, kukus",37,1,0.6,8.3,1.1,44,30,0.6,43,122.5,0.11,0.3,0,0.02,0.03,0.8,14,Olahan,Sayur
DP022,"Asinan Bogor, sayuran",98,3.9,2.6,14.8,0.5,314,17,1.2,483,0,0,0,10,0.28,0,0,5,Olahan,Sayur
DP023,"Anyang, sayur",126,3.4,7.9,10.3,5.4,180,1,2.9,290,181,0.3,1.2,0,0.2,0,0,0,Olahan,Sayur
DP024,"Ares, sayur",113,0.9,7.2,11.2,4.7,63,5,1.5,1413,1030,0.7,3.8,0,0.1,0,0.5,0,Olahan,Sayur
DP025,Arwan sirsir,277,2.4,25,10.7,4.6,120,40,2.4,240,320,0.2,0.9,0,0.1,0.2,0,11,Olahan,Sayur
DP026,Beberuk,65,1.1,5.2,3.5,3.1,179,72,8.3,53,427,0.4,0.2,0,0.3,0,4.4,0,Olahan,Sayur
DP027,Botok lamtoro,186,11.7,9.7,13,2.1,771,322,26,0,0,0,0,18,0.27,0,0,2,Olahan,Sayur
DP028,Buntil daun talas,141,4.4,10.2,8,1.8,149,121,14.5,0,0,0,0,13,0.25,0,0,1,Olahan,Sayur
DP029,Cammetutu,102,3.2,6,8.7,4.3,41,93,0.5,443,518,0.3,0.7,0,0.3,0.4,0.4,19,Olahan,Sayur
DP030,"Cap cai, sayur",97,5.8,6.3,4.2,0.6,287,89,1.8,405,0,0,0,45,0.21,0,0,1,Olahan,Sayur
DP031,Gado-gado,137,6.1,3.2,21,1.1,301,135,7.5,0,0,0,0,3,0.1,0,0,1,Olahan,Sayur
DP032,"Gudeg, sayur",160,3.3,9.2,16,2.3,62,55,12.8,0,0,0,0,0,0.15,0,0,0,Olahan,Sayur
DP033,Gulai pakis,143,4,11.4,6,1.4,548,124,1.7,0,0,0,0,11,0.35,0,0,1,Olahan,Sayur
DP034,Gulai pliek,176,7.3,14.9,3.2,0,39,54,1.4,257,285,0.3,0.6,0,0,0,0,0,Olahan,Sayur
DP035,Kadada katembe,110,4.5,6.9,7.1,3.9,26,77,0,178,131,0.2,0.7,0,0.1,0,3.7,23,Olahan,Sayur
DP036,"Kaparende, sayur",38,2.4,2,2.6,1.5,126,68,0,170,43,0,0.3,0,0.1,0,3.7,22,Olahan,Sayur
DP037,"Karedok, sayur",92,2.2,3.3,14.1,1.4,174,85,2.4,0,0,0,0,0,0.08,0,0,3,Olahan,Sayur
DP038,Keripik bayam,586,4.9,40.6,50.2,0.5,236,117,3.6,0,0,0,0,0,0.16,0,0,0,Olahan,Sayur
DP039,Kotiu hinela tawang nggole,46,2.2,1.5,6,3.8,64,44,0,316,103,1.6,0.8,0,0.3,0,9.7,7,Olahan,Sayur
DP040,Lema/Rebung asam,15,1,0.4,1.9,0,17,230,2.9,3,156,0.1,0.7,0,0.3,0,0,0,Olahan,Sayur
DP041,Lilin bungkus gedi,79,2.3,5.2,5.8,2.5,170,70,0.9,170,50,0.2,0.8,0,0.2,0.1,0,18,Olahan,Sayur
DP042,Olah-olah,9,2.1,6,7.1,4.4,26,3,1.2,289,266,0.3,0.6,0,0.2,0.1,0.4,0,Olahan,Sayur
DP043,Paku hinela wulelenggapaya,77,3.5,4.6,5.4,3.6,63,85,0,469,37,0.3,0.7,0,0.8,0.1,0.2,4,Olahan,Sayur
DP044,Pelecing kangkung,75,2.5,2.8,10,5.4,36,3,2.1,408,381,0.1,0.4,0,0.7,0,0.2,12,Olahan,Sayur
DP045,Purundawa,25,1.5,0.5,3.6,1.7,147,39,0,239,201,0.1,0.6,0,0.1,0.1,11.6,2,Olahan,Sayur
DP046,Rujak cingur,153,11.3,8.4,8,1.4,256,143,4.4,0,0,0,0,18,0.16,0,0,2,Olahan,Sayur
DP047,Sayur asem,29,0.7,0.6,5,0.6,40,61,3.1,0,0,0,0,14,0.1,0,0,0.3,Olahan,Sayur
DP048,Sayur bunga pepaya,49,1.7,0.3,9.8,2.7,220,220,1.3,90,350,0.1,0.1,0,0,0.1,0,0,Olahan,Sayur
DP049,Sayur garu,178,2.6,13.9,10.6,8.4,30,130,0.9,20,120,0.1,0.3,0,0.2,0.1,0,9,Olahan,Sayur
DP050,Sayur kohu-kohu,133,7.3,6.6,11.2,1.2,40,120,0.2,20,50,0.1,0.3,0,0.2,0.2,0,9,Olahan,Sayur
DP051,Sayur lilin-terubuk,36,2.7,0.7,4.8,1.4,10,90,0.1,30,44,0.2,1,0,0.3,0.2,0,18,Olahan,Sayur
DP052,Sayur ndusuk,49,3.1,2.5,3.6,0,11,6,0.5,1011,88,0,0.2,0,0.2,0.1,0,15,Olahan,Sayur
DP053,Sayur sop,27,1.3,2,1,0.3,168,57,1.8,0,0,0,0,20,0.1,0,0,0.2,Olahan,Sayur
DP054,Sayur umbut kelapa,67,5.2,2.9,5.1,1.4,48,81,3.2,313,108,0.2,1.1,0,0.2,0,0,5,Olahan,Sayur
DP055,Sayur umbut rotan,57,5.4,2.6,3.1,1.6,184,135,1.2,256,81,0.2,0.9,0,0.2,0,0,6,Olahan,Sayur
DP056,Shabu-shabu,88,3.2,8,0.8,0.9,217,48,2.9,514,0,0,0,82,0.2,0,0,0,Olahan,Sayur
DP057,Semur jengkol,212,6,10,29.1,0,77,99,1,0,0,0,0,0,0.14,0,0,4,Olahan,Sayur
DP058,Tinira ninahu nggaluku,33,1.2,1.3,4.1,3.1,35,35,0,161,119,0.2,0.7,0,0.3,0,3.5,10,Olahan,Sayur
DP059,Tumis bayam bersantan,48,1.4,4.2,2.6,0.5,129,27,0.8,0,0,0,0,0,0.01,0,0,22,Olahan,Sayur
DP060,Waluh balamak,45,0.8,0.9,8.1,7.9,25,25,0.5,61,15,0,0.2,0,0.2,0,0.1,2,Olahan,Sayur
DP061,Woku ubi,143,3.1,7.8,15,7,195,91,2.8,353,256,0.3,1,0,0.1,0,0,15,Olahan,Sayur
DR001,"Akar tonjong, segar",45,1.1,0.4,10.8,1.2,72,125,1.3,96,1147.1,0.02,0.2,0,0.02,0.03,1.9,2,Tunggal,Sayur
DR002,"Ale,toge, segar",37,4.4,0.5,3.8,1.7,50,248,2,2,105,0.16,0.4,0,0.02,0.09,0.6,46,Tunggal,Sayur
DR003,"Andaliman, segar",99,4.6,1,18,8.5,383,107,2.9,0,0,0,0,0,3,0,0,15,Tunggal,Sayur
DR004,"Andewi, segar",226,1.6,0.2,5.3,4.1,33,66,1,29,414.6,0.13,1,0,0.14,0.09,0.5,10,Tunggal,Sayur
DR005,"Bakung, segar",27,2,0.2,4.2,3.8,19,20,0.5,37,340,0.2,0.3,0,0.2,0.1,0.3,42,Tunggal,Sayur
DR006,"Baligo, segar",15,0.4,0.2,3,0.4,19,19,0.4,2,131.1,0.02,0.6,0,0.04,0.02,0.3,13,Tunggal,Sayur
DR007,"Bawang bombay, segar",43,1.4,0.2,10.3,2,32,44,0.5,12,9.6,0.1,0.3,0,0.03,0.21,0.4,9,Tunggal,Sayur
DR008,"Bayam, segar",16,0.9,0.4,2.9,0.7,166,76,3.5,16,456.4,0.13,0.4,0,0.04,0.1,1,41,Tunggal,Sayur
DR009,"Bayam merah, segar",41,2.2,0.8,6.3,2.2,520,80,7,20,60,0.2,0.8,0,0.2,0.1,0.1,62,Tunggal,Sayur
DR010,"Bit, segar",41,1.6,0.1,9.6,2.6,27,43,1,29,404.9,0.2,0.7,0,0.02,0.05,0.3,10,Tunggal,Sayur
DR011,Buah kelor,38,1.5,0.2,7.5,3.2,30,54,0,48,216,0,0.2,0,0.1,0.1,4.1,25,Tunggal,Sayur
DR012,Buah merah,87,2.6,2.7,13.1,4,30,1,1.1,110,140,0.1,0.3,0,1.5,0.1,0.2,15,Tunggal,Sayur
DR013,"Buncis, segar",34,2.4,0.3,7.2,1.9,101,42,0.7,8,250,0.07,0.3,0,0.05,0.4,2.8,11,Tunggal,Sayur
DR014,"Bunga pepaya, segar",45,2.6,0.3,8.1,1.6,290,113,4.2,2,478.3,0.08,0.8,0,0.01,0.28,1,23,Tunggal,Sayur
DR015,"Bunga turi, segar",42,2,1.1,6.1,3.3,28,23,0.8,97,97.4,0.1,0.6,0,0.5,0.02,0.4,1,Tunggal,Sayur
DR016,"Caisin, segar",20,1.7,0.4,3.4,1.2,123,40,1.9,18,358.2,0.05,1.4,0,0.04,0.19,0.6,3,Tunggal,Sayur
DR017,"Daun bangun-bangun, segar",27,1.3,0.6,4,1,279,40,13.6,4,144,0,0,0,0.16,0.1,0,5,Tunggal,Sayur
DR018,"Daun bawang merah, segar",41,2,0.3,7.8,2.1,60,40,2.3,30,90,0.1,0.3,0,0.1,0.1,0.2,11,Tunggal,Sayur
DR019,"Daun bebuas, segar",41,2.7,1,7.3,2.1,29,245,1.5,0,0,0,0,0,0.01,0,0,3,Tunggal,Sayur
DR020,"Daun belem, segar",50,4.4,1.4,7.8,1.9,698,151,7.5,0,0,0,0,0,0.05,0,0,21,Tunggal,Sayur
DR021,"Daun bluntas, segar",44,1.8,0.5,9.4,0,256,49,5.6,0,0,0,0,0,0.02,0,0,30,Tunggal,Sayur
DR022,"Daun gandaria, segar",63,3.1,0.3,14,2.1,40,45,4.7,3,127.7,0,0,0,0.04,0.04,0.2,61,Tunggal,Sayur
DR023,"Daun gedi besar, segar",58,2.9,0.7,10,3.3,440,100,1.9,30,40,0.2,2.1,0,0.4,0.5,2.8,11,Tunggal,Sayur
DR024,"Daun gedi kecil, segar",61,3.2,0.7,10.4,3.4,420,70,1.7,20,50,0.1,1.4,0,0.4,0.3,2.9,11,Tunggal,Sayur
DR025,"Daun gelang, segar",30,1.3,0.7,5.8,1.3,350,210,11.9,5,333.3,0.31,1.2,0,0.01,0.14,0.7,1,Tunggal,Sayur
DR026,"Daun gunda bali, segar",50,4.6,0.9,7,1.4,167,62,0.5,0,0,0,0,0,0.05,0,0,20,Tunggal,Sayur
DR027,"Daun gunda serang, segar",62,4.2,0.9,9.2,1.3,171,64,0.6,0,0,0,0,0,0.02,0,0,20,Tunggal,Sayur
DR028,"Daun jambu mete muda, segar",78,4.6,0.5,16.2,3,33,64,8.9,14,670.5,0,0,0,0.02,1.12,1.1,65,Tunggal,Sayur
DR029,"Daun jampang, segar",34,3.8,0.5,5.3,1.4,21,245,1,0,0,0,0,0,0.03,0,0,3,Tunggal,Sayur
DR030,"Daun jawaw seluang, segar",93,5,1.3,15.3,3.9,146,103,5.3,2,434,0.5,1.5,0,0.1,0.7,0,9,Tunggal,Sayur
DR031,"Daun jonghe, segar",27,2.1,0.7,4.4,2,253,192,9.5,0,0,0,0,0,0.01,0,0,1,Tunggal,Sayur
DR032,"Daun kacang ma, segar",36,2.9,0.6,6.8,1.8,64,220,2.2,7,485.3,0.2,0.3,0,0.04,0.18,1.2,4,Tunggal,Sayur
DR033,"Daun kacang panjang, segar",30,3.1,0.3,5.8,1.7,200,66,4.5,7,458.6,0.2,0.3,0,0.33,0.2,1.1,30,Tunggal,Sayur
DR034,"Daun kasbi/singkong karet, segar",92,4,3.6,10.9,5.8,140,70,1.6,70,90,0.3,1.1,0,0.1,0.2,0.1,74,Tunggal,Sayur
DR035,"Daun katuk, segar",59,6.4,1,9.9,1.5,233,98,3.5,21,478.8,0.3,1.3,0,0,0.31,2.3,164,Tunggal,Sayur
DR036,"Daun kecipir, segar",52,5,0.5,8.5,0,134,81,6.2,6,114,0.3,0.8,0,0.28,0.4,2.2,29,Tunggal,Sayur
DR037,"Daun kedondong, segar",59,3.5,0.3,13.4,10.7,540,82,6.2,12,579,0,0,0,0.06,0.2,1.5,29,Tunggal,Sayur
DR038,"Daun kelor, segar",92,5.1,1.6,14.3,8.2,1077,76,6,61,298,0.1,0.6,0,0.3,0.1,4.2,22,Tunggal,Sayur
DR039,"Daun kemangi, segar",43,5.5,0.3,7.5,8.4,35,106,1,10,457.1,0,0,0,0.06,0.1,1.2,30,Tunggal,Sayur
DR040,"Daun kenikir, segar",45,3.7,0.5,6.6,5.8,328,65,2.7,431,431,0.1,0.6,0,0.5,0.3,4.5,0.2,Tunggal,Sayur
DR041,"Daun kesum, segar",48,4.5,0.8,9.1,1.6,125,142,2.6,11,174.7,0.4,1.2,0,0.01,0.1,1.6,4,Tunggal,Sayur
DR042,"Daun kol sawi, segar",22,2.1,0.5,3.6,0.9,200,92,3.2,19,386.2,0.1,0.2,0,0.03,0.2,0.6,3,Tunggal,Sayur
