kode,nama_makanan,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,status_makanan,kelompok_makanan,meal_type
CP006,"Kacang kedelai, goreng",521,32.2,37.7,22.9,7.6,296,800,6.5,3492,11890,26.3,60,0,0.4,1.9,19,0,Olahan,Kacang,Cemilan
CP012,"Kacang tanah, goreng",564,25.5,44.4,25.5,2.8,106,390,4.1,0,0,0,0,0,0.4,0,0,0,Olahan,Kacang,Cemilan
CP028,Enting-enting wijen,565,18.2,38.4,36.8,1.9,251,502,10.9,0,0,0,0,0,0.92,0,0,0,Olahan,Kacang,Cemilan
CR030,Kacang tanah sangan,560,29.5,43,24.1,2.9,107,366,4.1,34,509.8,1.69,2.1,0,0.31,0.3,15.5,0,Tunggal,Kacang,Cemilan
CR031,Kacang tanah sangan tanpa selaput,559,26.9,44.2,23.6,2.6,74,393,1.9,33,202.3,520.4,1.7,0,0.3,29.47,8,0,Tunggal,Kacang,Cemilan
CP017,Ampas tahu kukus,75,4.1,2.1,10.7,5.1,203,60,1.3,0,0,0,0,0,0.07,0,0,0,Olahan,Kacang,Cemilan
CP071,Tempe gembus P3G,73,5.7,1.3,10.3,4.2,204,80,1.5,0,0,0,0,0,0.09,0.1,0.9,0,Olahan,Kacang,Cemilan
CP072,Tempe gembus yogya,76,6.8,0.7,10.6,5.3,76,142,16.5,0,0,0,0,0,0.79,0.01,0.1,0,Olahan,Kacang,Cemilan
CP011,Kacang tanah rebus dg kulit,360,13.5,31.2,12.8,0,42,177,1.4,32,483,1.6,2,0,0.44,0.13,9,5,Olahan,Kacang,Cemilan
CP026,Enting-enting gepuk hello kity,538,13.6,30.3,52.6,0.2,81,248,1.6,0,0,0,0,0,1,0,0,0,Olahan,Kacang,Cemilan
CP027,Enting-enting gepuk kacang tanah,524,13.3,29.2,52,0.2,76,248,1.4,0,0,0,0,0,0.62,0,0,0,Olahan,Kacang,Cemilan
CP055,Rempeyek kacang tanah,513,17.5,32.5,44.3,1.7,65,202,2.6,0,0,0,0,0,0.1,0,0,0,Olahan,Kacang,Cemilan
CP056,Rempeyek kacang tolo,451,11.2,20.2,59.7,1.8,156,221,4.6,0,0,0,0,0,0.02,0,0,0,Olahan,Kacang,Cemilan
CP057,Rempeyek kacang uci,497,17,27.6,50.8,2.4,166,89,6.7,0,0,0,0,0,0.05,0,0,0,Olahan,Kacang,Cemilan
DP004,"Daun kacang panjang, kukus",40,3.7,0.3,8,1.8,111,66,3.7,6,419.5,0.2,0.3,0,0.15,0.2,0.9,11,Olahan,Sayur,Cemilan
DP005,"Daun katuk, rebus",53,5.3,0.9,9.1,1.2,185,102,3.1,16,291.3,0.3,1.3,0,0,0.3,2.2,66,Olahan,Sayur,Cemilan
DP006,"Daun kelor, rebus",61,6.1,0.9,10,0.9,255,36,2.1,45,181.2,0.1,0.6,0,0.1,0.1,4,13,Olahan,Sayur,Cemilan
DP013,"Kangkung, kukus",30,3.2,0.7,4.7,1.8,70,49,4.4,45,184.9,0.1,0.4,0,0.03,0.28,1.4,11,Olahan,Sayur,Cemilan
DP014,"Kangkung, rebus",22,2.5,0.6,3.1,1.2,50,51,3.5,31,98,0.1,0.3,0,0.01,0.22,1.2,13,Olahan,Sayur,Cemilan
DP015,"Paria putih, kukus",16,0.8,0.2,3.4,1.2,16,33,0.5,4,236,0,0.7,0,0.15,0.04,0.3,35,Olahan,Sayur,Cemilan
DP018,"Taoge, seduh",28,3,0.8,4,1,52,73,0.5,18,58.3,0.19,0.4,0,0.1,0,0.9,2,Olahan,Sayur,Cemilan
DP019,"Terung panjang, kukus",23,1.8,0.1,4.9,0.4,40,13,0.5,9,57,67.1,0.2,0,0,0.07,0.7,1,Olahan,Sayur,Cemilan
DP022,"Asinan Bogor, sayuran",98,3.9,2.6,14.8,0.5,314,17,1.2,483,0,0,0,10,0.28,0,0,5,Olahan,Sayur,Cemilan
DP023,"Anyang, sayur",126,3.4,7.9,10.3,5.4,180,1,2.9,290,181,0.3,1.2,0,0.2,0,0,0,Olahan,Sayur,Cemilan
DP024,"Ares, sayur",113,0.9,7.2,11.2,4.7,63,5,1.5,1413,1030,0.7,3.8,0,0.1,0,0.5,0,Olahan,Sayur,Cemilan
DP026,Beberuk,65,1.1,5.2,3.5,3.1,179,72,8.3,53,427,0.4,0.2,0,0.3,0,4.4,0,Olahan,Sayur,Cemilan
DP028,Buntil daun talas,141,4.4,10.2,8,1.8,149,121,14.5,0,0,0,0,13,0.25,0,0,1,Olahan,Sayur,Cemilan
DP029,Cammetutu,102,3.2,6,8.7,4.3,41,93,0.5,443,518,0.3,0.7,0,0.3,0.4,0.4,19,Olahan,Sayur,Cemilan
DP035,Kadada katembe,110,4.5,6.9,7.1,3.9,26,77,0,178,131,0.2,0.7,0,0.1,0,3.7,23,Olahan,Sayur,Cemilan
DP036,"Kaparende, sayur",38,2.4,2,2.6,1.5,126,68,0,170,43,0,0.3,0,0.1,0,3.7,22,Olahan,Sayur,Cemilan
DP038,Keripik bayam,586,4.9,40.6,50.2,0.5,236,117,3.6,0,0,0,0,0,0.16,0,0,0,Olahan,Sayur,Cemilan
DP039,Kotiu hinela tawang nggole,46,2.2,1.5,6,3.8,64,44,0,316,103,1.6,0.8,0,0.3,0,9.7,7,Olahan,Sayur,Cemilan
DP040,Lema/Rebung asam,15,1,0.4,1.9,0,17,230,2.9,3,156,0.1,0.7,0,0.3,0,0,0,Olahan,Sayur,Cemilan
DP041,Lilin bungkus gedi,79,2.3,5.2,5.8,2.5,170,70,0.9,170,50,0.2,0.8,0,0.2,0.1,0,18,Olahan,Sayur,Cemilan
DP042,Olah-olah,9,2.1,6,7.1,4.4,26,3,1.2,289,266,0.3,0.6,0,0.2,0.1,0.4,0,Olahan,Sayur,Cemilan
DP043,Paku hinela wulelenggapaya,77,3.5,4.6,5.4,3.6,63,85,0,469,37,0.3,0.7,0,0.8,0.1,0.2,4,Olahan,Sayur,Cemilan
DP045,Purundawa,25,1.5,0.5,3.6,1.7,147,39,0,239,201,0.1,0.6,0,0.1,0.1,11.6,2,Olahan,Sayur,Cemilan
DP046,Rujak cingur,153,11.3,8.4,8,1.4,256,143,4.4,0,0,0,0,18,0.16,0,0,2,Olahan,Sayur,Cemilan
DP049,Sayur garu,178,2.6,13.9,10.6,8.4,30,130,0.9,20,120,0.1,0.3,0,0.2,0.1,0,9,Olahan,Sayur,Cemilan
DP050,Sayur kohu-kohu,133,7.3,6.6,11.2,1.2,40,120,0.2,20,50,0.1,0.3,0,0.2,0.2,0,9,Olahan,Sayur,Cemilan
DP051,Sayur lilin-terubuk,36,2.7,0.7,4.8,1.4,10,90,0.1,30,44,0.2,1,0,0.3,0.2,0,18,Olahan,Sayur,Cemilan
DP052,Sayur ndusuk,49,3.1,2.5,3.6,0,11,6,0.5,1011,88,0,0.2,0,0.2,0.1,0,15,Olahan,Sayur,Cemilan
DP054,Sayur umbut kelapa,67,5.2,2.9,5.1,1.4,48,81,3.2,313,108,0.2,1.1,0,0.2,0,0,5,Olahan,Sayur,Cemilan
DP055,Sayur umbut rotan,57,5.4,2.6,3.1,1.6,184,135,1.2,256,81,0.2,0.9,0,0.2,0,0,6,Olahan,Sayur,Cemilan
DP058,Tinira ninahu nggaluku,33,1.2,1.3,4.1,3.1,35,35,0,161,119,0.2,0.7,0,0.3,0,3.5,10,Olahan,Sayur,Cemilan
DP059,Tumis bayam bersantan,48,1.4,4.2,2.6,0.5,129,27,0.8,0,0,0,0,0,0.01,0,0,22,Olahan,Sayur,Cemilan
DP060,Waluh balamak,45,0.8,0.9,8.1,7.9,25,25,0.5,61,15,0,0.2,0,0.2,0,0.1,2,Olahan,Sayur,Cemilan
DR011,Buah kelor,38,1.5,0.2,7.5,3.2,30,54,0,48,216,0,0.2,0,0.1,0.1,4.1,25,Tunggal,Sayur,Cemilan
DR012,Buah merah,87,2.6,2.7,13.1,4,30,1,1.1,110,140,0.1,0.3,0,1.5,0.1,0.2,15,Tunggal,Sayur,Cemilan
DR091,Jamur sagu,48,1.9,3.2,2.8,1,10,90,0.6,100,440,0.6,0.6,0,0.2,0.2,6.5,0,Tunggal,Sayur,Cemilan
DR098,Kacang ranti polong,37,3.1,0.2,7.9,2.5,103,126,0.8,0,0,0,0,0,0.02,0,0,6,Tunggal,Sayur,Cemilan
DR101,Kangkung tondano,43,1.8,0.2,8.4,4.3,72,9,0.7,30,361,0.3,0.4,0,0.8,0.1,1.1,23,Tunggal,Sayur,Cemilan
DR103,Karawila,25,2.3,0.2,3.5,2.1,25,67,0.3,8,88.4,0.08,0.3,0,0.1,0.1,0.4,39,Tunggal,Sayur,Cemilan
DR115,"Koro kerupuk, polong",128,8.3,0.7,22.1,0,17,12,2.7,0,0,0,0,0,0.11,0,0,31,Tunggal,Sayur,Cemilan
DR116,"Koro wedus, polong",46,3,0.3,7.9,3.3,56,47,1.1,2,249.3,0.09,0.4,0,0.09,0.09,0.5,17,Tunggal,Sayur,Cemilan
DR119,Kulit melinjo,111,4.5,1.1,20.7,5,117,179,2.6,0,0,0,0,0,0.07,0,0,7,Tunggal,Sayur,Cemilan
DR129,Mostarda metan - sawi hijau,33,2.3,0.5,4.7,1.8,60,30,3.1,20,100,0.1,0.4,0,0.2,0.1,0.1,12,Tunggal,Sayur,Cemilan
DR140,Rumput laut,41,1.4,0.3,8.1,2.2,80,20,1.6,250,380,0.2,0.4,0,0.2,0,0.1,7,Tunggal,Sayur,Cemilan
DR159,Terung panjang,25,2.1,0.1,5.3,0.5,38,24,0.7,9,53.7,0.09,0.2,0,0.15,0.06,0.7,8,Tunggal,Sayur,Cemilan
DR165,Umbut rotan,34,2.4,0.3,5.5,2.2,89,79,1.3,8,552,0.2,1.9,0,0.2,0,0,9,Tunggal,Sayur,Cemilan
AP012,"Jagung kuning pipil, rebus",154,3.8,3.5,28.4,0.7,7,171,0.5,5,56.4,0.1,2,0,0.08,0.1,1.7,0,Olahan,Serealia,Cemilan
AP026,Amparan tatak,191,1.3,5.5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP027,"Apang kukus, kue",202,3,0.3,46.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP028,"Apem, kue",148,2,0.5,33.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP029,Biskuit,458,6.9,14.4,75.1,2.1,62,87,2.7,241,20.3,0.16,0.6,0,0.09,0.15,1.4,0,Olahan,Serealia,Cemilan
AP030,"Bakpia, kue",272,8.7,6.7,44.1,0.9,194,117,4.5,0,0,0,0,0,0.31,1,2.9,0,Olahan,Serealia,Cemilan
AP031,Bakwan,280,8.2,10.2,39,3.4,204,79,7,0,0,0,0,0,0.08,0,0,0,Olahan,Serealia,Cemilan
AP032,Bantal,190,3.3,0.3,43.5,3.4,9,0,0.4,164,84,0.2,0.9,0,0.27,0.02,3.6,0,Olahan,Serealia,Cemilan
AP034,Batar daan,107,2.2,2.2,19.6,0,20,30,0.6,200,90,0.1,0,0,0.18,0.02,0,0,Olahan,Serealia,Cemilan
AP035,Bika ambon,199,2.1,1.5,44.4,0.3,45,28,1.8,0,0,0,0,0,0.1,0,0,0,Olahan,Serealia,Cemilan
AP036,Bingka,273,5.3,10.6,39.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP037,Bobengka,225,5.3,2.6,45.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP038,Bolu peca,197,3.3,4.6,35.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP039,Brem,249,3.4,0.4,58,0,198,86,2,0,0,0,0,0,0.34,0,0,0,Olahan,Serealia,Cemilan
AP041,Cake tape,323,4.9,11.5,50.1,1.4,131,83,2.6,0,0,0,0,26,0.38,0.16,0.3,0,Olahan,Serealia,Cemilan
AP042,Cangkuning,204,2.8,7.5,31.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP043,Dodol bali,298,3.7,2.1,65.9,0.4,70,76,2.5,0,0,0,0,0,0.28,0,2.5,0,Olahan,Serealia,Cemilan
AP044,Dodol galamai,348,0.4,3.8,76.1,0.5,41,144,2.6,38,76,0.3,2.1,0,0.03,0.06,1.8,0,Olahan,Serealia,Cemilan
AP045,Dodol kedondong,331,1.9,7.6,63.8,1,90,55,2.3,0,0,0,0,0,0.11,0,0.8,5,Olahan,Serealia,Cemilan
AP046,Dodol manado,373,4.3,16.5,51.9,0.4,41,142,2.4,35,72,0.3,2.1,0,0.04,0.06,2.1,0,Olahan,Serealia,Cemilan
AP047,Emping beras,403,10.6,2.2,85.3,0.2,11,240,0.3,1,113,0.3,2.4,0,0,0.16,0,0,Olahan,Serealia,Cemilan
AP048,Gemblong,274,1.7,5.4,55.5,2.2,69,55,3.3,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP049,Gendar goreng,407,6.4,28.2,32,0.1,216,62,1.6,0,0,0,0,0,0.16,0,0.6,0,Olahan,Serealia,Cemilan
AP050,Intip goreng,474,7.6,21.6,62.3,1.2,36,64,2.5,0,38,0.05,0.5,0,0.25,0.03,0.8,0,Olahan,Serealia,Cemilan
AP051,Jagung gerontol,156,2.7,1.3,33.3,1,51,105,1.2,0,0,0,0,0,0.08,0,0,0,Olahan,Serealia,Cemilan
AP052,Jagung titi,374,9.4,2.2,79.1,0.8,14,142,2.9,0,0,9,0,0,0.2,0,0,0,Olahan,Serealia,Cemilan
AP053,Japilus,500,1.2,25.1,67.3,0.4,186,29,4.9,0,0,0,0,0,0.17,0.03,0.4,0,Olahan,Serealia,Cemilan
AP054,Kakicak,296,3.4,15.1,36.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP055,Kambose,164,3,2.4,32.6,4.3,16,36,0.7,0,32,0.1,1.6,0,0.1,0.1,0.4,0,Olahan,Serealia,Cemilan
AP056,Kapusa,158,4.4,3.2,27.8,5.3,79,115,1.2,104,149,0.5,1.1,0,0.06,0.05,0.1,0,Olahan,Serealia,Cemilan
AP057,Keddo bodong,290,4.6,5.7,55.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP058,"Kelepon, kue",215,3.7,3.7,41.8,1,232,45,3.3,0,0,0,0,0,0.09,0.07,0.2,0,Olahan,Serealia,Cemilan
AP062,Koya,366,4.2,4.3,77.5,0.8,153,222,7,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP063,Koya mirasa,370,8,1,82.2,0.4,83,110,17,0,0,0,0,3,0.19,0.45,2.6,0,Olahan,Serealia,Cemilan
AP064,Koyabu,241,3.4,4.3,47.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP065,Kue ali,440,3.8,18.5,64.5,0.3,27,47,2.5,0,0,0,0,0,0.13,0.09,0,0,Olahan,Serealia,Cemilan
AP067,Kue gelang,448,5.8,16.1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
AP068,Kue jahe,425,1.6,8.8,84.6,1.2,155,61,4,0,0,0,0,0,0.2,0,0,0,Olahan,Serealia,Cemilan
AP070,Kue koa,340,4.8,0.4,79.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Olahan,Serealia,Cemilan
