kode,nama_makanan,energi_kal,protein_g,lemak_g,karbohidrat_g,serat_g,kalsium_mg,fosfor_mg,besi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitamin_c_mg,status_makanan,kelompok_makanan,meal_type
FP034,"Ayam taliwang, masakan",264,18.2,20.1,2.7,0,94,164,2,507,408,0.4,12.3,1067,0,0,0,0,Olahan,Daging,Makan Siang
FP035,"Babi hutan masak rica, masakan",491,24.6,16.3,0.2,0,18,144,1.2,1415,327,0.2,2.6,2193,0.61,0.47,0,0.2,Olahan,Daging,Makan Siang
FP037,"Beef teriyaki, masakan",151,8.6,3.1,22.3,0.3,142,62,2.3,377,0,0,0,22,0.53,0,0,0,Olahan,Daging,Makan Siang
FP038,"Beef yakiniku, masakan",132,9.8,1.1,20.7,0.3,302,67,2,409,0,0,0,78,0.62,0,0,0,Olahan,Daging,Makan Siang
FP039,Brongkos,141,15.3,3.3,12.6,1,87,97,5.1,0,0,0,0,4,0.4,0,0,0,Olahan,Daging,Makan Siang
FP041,"Chicken teriyaki, masakan",168,13,9.6,7.5,0.8,137,106,3.1,959,0,0,0,68,0.65,0,0,0,Olahan,Daging,Makan Siang
FP046,"Empal (daging) Goreng, masakan",248,36.2,6.9,10.1,0,131,235,6.4,848,0,0,0,112,0.55,0,0,0,Olahan,Daging,Makan Siang
FP047,Gulai kambing,126,4.2,9.4,6.2,0,45,73,1.3,302,138,0.2,1.1,151,0.13,0.01,0,0,Olahan,Daging,Makan Siang
FP049,"Kalio ayam, masakan",203,16,13.5,4.4,0,278,177,4.2,534,0,0,0,105,0.35,0,0,0,Olahan,Daging,Makan Siang
FP050,"Kalio jeroan, masakan",163,16.5,9,4.1,0,102,268,7.1,570,0,0,0,298,0.7,0,0,0,Olahan,Daging,Makan Siang
FP051,"Kalio kikil (tunjang), masakan",122,13.8,5.7,3.9,0,154,59,3.4,519,0,0,0,36,0.38,0,0,0,Olahan,Daging,Makan Siang
FP052,"Kalio otak, masakan",157,8.1,8.8,11.4,0,212,69,3.3,604,0,0,0,32,0.45,0,0,0,Olahan,Daging,Makan Siang
FP056,"Naan maran sapi, masakan",478,38.3,33.9,5.1,0,30,390,11.8,220,320,0.6,3.9,33,0,0,0.2,0,Olahan,Daging,Makan Siang
FP059,"Paniki masak santan, masakan",460,28.5,35.2,7.2,0,188,357,5.5,2002,532,0.4,2.5,954,0.27,0.19,0,0,Olahan,Daging,Makan Siang
FP062,"Rendang sapi, masakan",193,22.6,7.9,7.8,0,474,211,14.9,0,0,0,0,21,0.12,0,0,0,Olahan,Daging,Makan Siang
FP065,"Sate pusut, masakan",274,12.9,18.6,13.6,0,63,190,2.7,609,0,0,0,133,0.06,0,0,0,Olahan,Daging,Makan Siang
FP067,"Sie reuboh, masakan",474,11.2,42.5,11.7,0,26,62,1.3,677,176,2.4,3.2,141,0.46,0.26,0,0,Olahan,Daging,Makan Siang
FP075,"Soto banjar, masakan",110,2.9,9.5,3.2,0,28,28,0.3,36,6,0,0.2,12,0.05,0,0,0,Olahan,Daging,Makan Siang
FP076,"Soto betawi, masakan",135,2.5,8.8,11.5,0.5,222,72,1.9,0,0,0,0,6,0.04,0,0,0,Olahan,Daging,Makan Siang
FP080,"Soto padang, masakan",127,5.9,6.6,11,0.7,298,94,1.5,0,0,0,0,12,0.22,0,0,0,Olahan,Daging,Makan Siang
FP087,"Tikus rica, masakan",257,18.8,18.5,3.8,0,232,293,6.5,1724,308,0.5,2.3,674,0.28,0.38,0,0,Olahan,Daging,Makan Siang
FP088,"Tinoransa, masakan",516,17.7,49.5,0,0,698,648,3.5,1307,320,0.1,1.8,710,0.29,0.17,0,0,Olahan,Daging,Makan Siang
GP056,"Bou ninahu ndamate, masakan",79,6.3,1,1.1,0,0,0,0,67,0,0,0,691,0.1,0,0.1,0,Olahan,Ikan dsb,Makan Siang
GP062,"Gete kuah asam, masakan",75,8.2,2,6,0,162,880,0.8,260,150,0.1,1.5,0,0,0,0.1,0,Olahan,Ikan dsb,Makan Siang
GP063,"Gulai asam keueung, masakan",52,10,0.5,1.8,0,62,102,0.3,332,141,0,1,0,0.18,0.34,0,0,Olahan,Ikan dsb,Makan Siang
GP074,"Model, masakan",79,2.2,4,8.6,0,8,33,0.8,147,34,0.1,0.5,0,0.16,0.02,0,0,Olahan,Ikan dsb,Makan Siang
GP057,"Bouiki ninahu nggaluku, masakan",94,7.8,2.2,10.8,0,0,0,0,58,179.4,0,1.5,0,0.5,0.03,2.4,0,Olahan,Ikan dsb,Makan Siang
GP076,"Parede baleh, masakan",87,10.5,2.5,5.5,0,35,215,0.9,416,59,0.1,0.2,0,0.24,0,0.7,0,Olahan,Ikan dsb,Makan Siang
GP087,"Saboko gurita, masakan",87,15.7,1.5,2.6,0,60,14,2.1,200,180,0.9,4,38,0,0,0,0,Olahan,Ikan dsb,Makan Siang
GP091,"Sepi, masakan",88,7.9,1.6,10.6,0,924,350,2.3,873,258,1,1.1,783,0,0,0,0,Olahan,Ikan dsb,Makan Siang
GP090,Sate Bandeng,283,12.1,16.8,20.9,2,118,186,1.2,543,199,0.2,0.9,0,0.02,0.02,0,0.3,Olahan,Ikan dsb,Makan Siang
GP004,"Ikan asin, kering",193,42,1.5,0,0,200,300,2.5,0,0,0,0,0,0.01,0,0,0,Olahan,Ikan dsb,Makan Siang
GP055,"Betok wadi, masakan",145,16.3,7,4.1,0,405,523,1.8,69,203,1,1.3,0,0.22,0,0,0,Olahan,Ikan dsb,Makan Siang
GP068,"Gurame asem manis, masakan",192,12.7,10.1,12.7,0,283,169,1.1,0,0,0,0,19,0.1,0,0,0,Olahan,Ikan dsb,Makan Siang
GP073,"Lawara penjah, masakan",207,7.4,15.4,9.6,0,114,219,5.9,683,117,0.5,0.7,0,0.19,0.04,0,14,Olahan,Ikan dsb,Makan Siang
GP085,"Pinda, masakan",107,15.9,0.6,0.4,0,375,336,1.9,526,330,0.2,1,896,0.89,0.05,0.5,0,Olahan,Ikan dsb,Makan Siang
GP088,"Saboko saltan, masakan",113,17.1,3.6,3,0,240,60,0.5,40,350,0.2,0.6,27,0,0,0.1,0,Olahan,Ikan dsb,Makan Siang
GP089,"Saboko sardin, masakan",110,12.9,4.3,4.9,0,220,520,6,200,280,0.2,3.9,37,0,0,0,0,Olahan,Ikan dsb,Makan Siang
GP002,"Belut, goreng",417,25.9,19.4,32,0,840,872,4.9,71,217.7,0.3,1.8,0,0,0.2,10.5,0,Olahan,Ikan dsb,Makan Siang
GP003,"Cumi-cumi, goreng",265,40.6,10.1,0,0,62,270,2.7,86,81.9,0,0,0,0.09,0,6.3,0,Olahan,Ikan dsb,Makan Siang
GP005,"Ikan bandeng presto, masakan",296,17.1,20.3,11.3,0,1422,659,1.9,0,0,0,0,6,0.14,0,0,69,Olahan,Ikan dsb,Makan Siang
GP006,Ikan baung bakar,144,17.8,5.8,5.2,0,18,169,0,168,236,0.1,0.7,0,0,0,1.3,0,Olahan,Ikan dsb,Makan Siang
GP007,Ikan Belida bakar,128,18,3,7.2,0,58,134,0,293,198,0.1,0.4,0,1.8,0.17,1.5,0,Olahan,Ikan dsb,Makan Siang
GP013,"Ikan gete, goreng",267,23.1,19.4,0.2,0,234,124,0.8,590,440,0.1,1.9,0,0,0,0.2,0,Olahan,Ikan dsb,Makan Siang
GP015,"Ikan katombo, asin",162,31.7,2.8,0.3,0,279,609,4.6,4393,342.2,2.8,0,0,0.09,0,0,0,Olahan,Ikan dsb,Makan Siang
GP017,Ikan Lais bakar,147,17.5,6.5,5.4,0,54,194,0.1,142,209,0,0.5,0,0,0,0,0,Olahan,Ikan dsb,Makan Siang
GP019,Ikan Mas pepes,209,15.2,11.3,11.8,0.5,686,530,6.1,74,276.7,0.1,1.9,3,0.13,0.1,2.4,0,Olahan,Ikan dsb,Makan Siang
GP020,Ikan mujahir goreng,416,46.9,23.9,0,0,346,654,0.9,54,278.9,0,0.2,12,0.12,0.1,2.2,0,Olahan,Ikan dsb,Makan Siang
GP021,Ikan Mujahir pepes,121,21.7,2.8,0.8,0,83,248,1.6,58,265.8,0,0.3,8,0,0.1,1.9,0,Olahan,Ikan dsb,Makan Siang
GP023,"Ikan Papuyu, bakar",152,17.6,6.1,6.7,0,244,227,3.4,320,224,0.2,1,0,0,0,0,9,Olahan,Ikan dsb,Makan Siang
GP024,"Ikan Patin, bakar",144,17.5,6.3,4.3,0,191,232,1.4,379,230,0.1,0.7,0,0,0,0,0,Olahan,Ikan dsb,Makan Siang
GP033,"Ikan sanggang, masakan",240,21.7,7.7,20.7,0,159,362,9.8,2041,159,1.5,8.8,0,0.51,0.02,0,0,Olahan,Ikan dsb,Makan Siang
GP053,Abon haruwan,513,23.7,37,21.3,0,25,25,0.5,61,15,0,0.2,0,0,0,0,0,Olahan,Ikan dsb,Makan Siang
GP054,Abon ikan,435,27.2,20.2,36.1,0,0,0,0,0,0,0,0,0,0,0.8,24.3,0,Olahan,Ikan dsb,Makan Siang
GP059,"Dendeng belut, goreng",382,55.7,14.1,8,0,1069,654,15.4,0,0,0,0,28,0.48,0,0,0,Olahan,Ikan dsb,Makan Siang
GP060,"Dendeng mujahir, goreng",598,74.3,26.9,9.2,0,1957,1447,7.4,0,0,0,0,18,0.19,0,0,0,Olahan,Ikan dsb,Makan Siang
GP064,"Gulai ikan paya, masakan",148,10,9.8,5,0,103,82,0.7,525,256,0.1,0.9,0,0.26,0.02,0,0,Olahan,Ikan dsb,Makan Siang
GP065,"Gulai ikan, masakan",106,16.5,3.3,2.5,0,306,196,4.8,743,0,0,0,86,0.32,0,0,0,Olahan,Ikan dsb,Makan Siang
GP066,"Gulai keumamah, masakan",110,5.9,8.2,3.2,0,32,96,1,335,121,0.2,0.9,0,0.33,0.04,0,0,Olahan,Ikan dsb,Makan Siang
GP067,"Gulai tiram, masakan",132,9,7.2,7.8,0,53,134,3.7,285,133,1.1,0.7,389,0.29,0.12,0,0,Olahan,Ikan dsb,Makan Siang
GP069,"Ikan asar merah, masakan",146,17.7,5.9,5.6,0,100,240,4,170,310,0.3,1.4,224,0,0,0,0,Olahan,Ikan dsb,Makan Siang
GP072,"Kaholeo, masakan",413,28.7,19.8,29.8,0,909,1291,0,0,1171,0.1,3.1,4236,1.34,0.03,5.7,0,Olahan,Ikan dsb,Makan Siang
GP075,"Mujahir acar kuning, masakan",330,17.8,23.4,12.1,1.1,154,357,5.3,0,0,0,0,24,0.15,0,0,0,Olahan,Ikan dsb,Makan Siang
GP084,"Pencok lele, masakan",372,7.8,36.3,3.5,0,289,295,5.3,0,0,0,0,64,0.12,0,0,0,Olahan,Ikan dsb,Makan Siang
GP086,"Pindang kenari, masakan",124,9.5,9.6,0,0,120,220,1.3,370,270,0.3,1.2,18,0,0,0.1,0,Olahan,Ikan dsb,Makan Siang
GP093,"Teri balado, masakan",365,23.7,22.3,17.5,0,869,348,4,0,0,0,0,27,0.13,0,0,0,Olahan,Ikan dsb,Makan Siang
GP094,Tumis bandeng,189,11.3,15.7,0.6,0,56,129,0.4,314,280,0.1,0.7,579,0.46,0.02,0,0,Olahan,Ikan dsb,Makan Siang
GP095,Tumis keumamah,300,14.5,20,15.5,4.5,0,0,0,0,0,0,0,0,0.63,0.04,0,7,Olahan,Ikan dsb,Makan Siang
GP049,Sardines dalam kaleng,338,21.1,27,1,0,354,434,3.5,0,0,0,0,76,0.1,0,0,0,Olahan,Ikan dsb,Makan Siang
CP051,Oncom,187,13,6,22.6,0,96,115,27,0,0,0,0,0,0.09,0,1.6,0,Olahan,Kacang,Makan Siang
CP052,Oncom ampas kacang hijau,376,14.9,6,65.7,12.3,199,110,10.9,0,0,0,0,0,0.03,0,0,0,Olahan,Kacang,Makan Siang
CP053,Oncom kacang hijau + singkong,351,11,5.3,65.9,9,164,113,7.8,0,0,0,0,0,0.01,0,0,0,Olahan,Kacang,Makan Siang
CP066,"Tauco cap beruang, cake",347,7.4,5.2,67.6,3.2,63,106,6.2,0,0,0,0,0,0.35,0,0,0,Olahan,Kacang,Makan Siang
CP067,"Tauco cap DAS, cake",358,7.5,4.3,70.4,3.1,94,94,4.5,0,0,0,0,0,0.29,0,0,0,Olahan,Kacang,Makan Siang
CP068,Tauco cap meong,159,7.4,4.9,21.3,1.6,183,84,10.1,1547,204.1,0.34,0.9,0,0.46,0.18,0.7,0,Olahan,Kacang,Makan Siang
CP070,Tempe bongkrek,119,4.4,3.5,18.3,0,27,100,2.6,0,0,0,0,0,0.08,0,0,0,Olahan,Kacang,Makan Siang
CP073,Tempe kacang babi,139,12.5,0.8,21.9,1.8,68,182,2.6,0,0,0,0,0,0.1,0,0,0,Olahan,Kacang,Makan Siang
CP074,Tempe kecipir (kacang belimbing),212,17.5,10,12.9,2.9,186,160,2.2,0,0,0,0,0,0.2,0,0,0,Olahan,Kacang,Makan Siang
CP075,Tempe kedelai + jagung,143,12,5.5,11.4,1.9,155,156,6.8,0,0,0,0,0,0.33,0.15,1.2,0,Olahan,Kacang,Makan Siang
CP078,Tempe koro benguk,141,10.2,1.3,23.2,0,42,15,2.6,0,0,0,0,0,0.09,0,0,0,Olahan,Kacang,Makan Siang
CP079,Tempe lamtoro,128,10.7,0.5,21.3,7.1,203,108,0.6,0,0,0,0,0,0.17,0,0,2,Olahan,Kacang,Makan Siang
CP080,Tempe lamtoro var. gung dengan kulit,146,11.7,2.3,19.6,7.6,128,41,6.8,0,0,0,0,0,0.19,0,1.4,0,Olahan,Kacang,Makan Siang
CP081,Tempe lamtoro var. gung tanpa kulit,131,18,0.8,13,1.3,95,154,12.4,0,0,0,0,0,0.2,0.02,2.6,0,Olahan,Kacang,Makan Siang
CP054,Oncom kacang tanah pepes,132,12.7,3.8,13.7,3.1,133,355,34.4,0,0,0,0,0,0.08,0.2,0.7,0,Olahan,Kacang,Makan Siang
HP005,"Bayau mi balu, masakan",313,6,12.2,44.8,0,0,0,0,0,0,0,0,783,0.14,0.27,9.7,0,Olahan,Telur,Makan Siang
HP006,"Cucuru bayau, masakan",349,6.8,18.7,38.3,0,0,0,0,0,0,0,0,0,0.06,0.25,0,0,Olahan,Telur,Makan Siang
HP007,"Kalio telur, masakan",193,10.6,12.4,9.7,0,148,246,3.8,540,0,0,0,160,0.44,0,0,0,Olahan,Telur,Makan Siang
DR005,"Bakung, segar",27,2,0.2,4.2,3.8,19,20,0.5,37,340,0.2,0.3,0,0.2,0.1,0.3,42,Tunggal,Sayur,Sarapan
DR006,"Baligo, segar",15,0.4,0.2,3,0.4,19,19,0.4,2,131.1,0.02,0.6,0,0.04,0.02,0.3,13,Tunggal,Sayur,Sarapan
DR007,"Bawang bombay, segar",43,1.4,0.2,10.3,2,32,44,0.5,12,9.6,0.1,0.3,0,0.03,0.21,0.4,9,Tunggal,Sayur,Sarapan
DR010,"Bit, segar",41,1.6,0.1,9.6,2.6,27,43,1,29,404.9,0.2,0.7,0,0.02,0.05,0.3,10,Tunggal,Sayur,Sarapan
DR014,"Bunga pepaya, segar",45,2.6,0.3,8.1,1.6,290,113,4.2,2,478.3,0.08,0.8,0,0.01,0.28,1,23,Tunggal,Sayur,Sarapan
DR015,"Bunga turi, segar",42,2,1.1,6.1,3.3,28,23,0.8,97,97.4,0.1,0.6,0,0.5,0.02,0.4,1,Tunggal,Sayur,Sarapan
DR017,"Daun bangun-bangun, segar",27,1.3,0.6,4,1,279,40,13.6,4,144,0,0,0,0.16,0.1,0,5,Tunggal,Sayur,Sarapan
DR018,"Daun bawang merah, segar",41,2,0.3,7.8,2.1,60,40,2.3,30,90,0.1,0.3,0,0.1,0.1,0.2,11,Tunggal,Sayur,Sarapan
DR019,"Daun bebuas, segar",41,2.7,1,7.3,2.1,29,245,1.5,0,0,0,0,0,0.01,0,0,3,Tunggal,Sayur,Sarapan
DR020,"Daun belem, segar",50,4.4,1.4,7.8,1.9,698,151,7.5,0,0,0,0,0,0.05,0,0,21,Tunggal,Sayur,Sarapan
DR021,"Daun bluntas, segar",44,1.8,0.5,9.4,0,256,49,5.6,0,0,0,0,0,0.02,0,0,30,Tunggal,Sayur,Sarapan
DR022,"Daun gandaria, segar",63,3.1,0.3,14,2.1,40,45,4.7,3,127.7,0,0,0,0.04,0.04,0.2,61,Tunggal,Sayur,Sarapan
DR024,"Daun gedi kecil, segar",61,3.2,0.7,10.4,3.4,420,70,1.7,20,50,0.1,1.4,0,0.4,0.3,2.9,11,Tunggal,Sayur,Sarapan
DR025,"Daun gelang, segar",30,1.3,0.7,5.8,1.3,350,210,11.9,5,333.3,0.31,1.2,0,0.01,0.14,0.7,1,Tunggal,Sayur,Sarapan
DR026,"Daun gunda bali, segar",50,4.6,0.9,7,1.4,167,62,0.5,0,0,0,0,0,0.05,0,0,20,Tunggal,Sayur,Sarapan
DR027,"Daun gunda serang, segar",62,4.2,0.9,9.2,1.3,171,64,0.6,0,0,0,0,0,0.02,0,0,20,Tunggal,Sayur,Sarapan
DR028,"Daun jambu mete muda, segar",78,4.6,0.5,16.2,3,33,64,8.9,14,670.5,0,0,0,0.02,1.12,1.1,65,Tunggal,Sayur,Sarapan
DR029,"Daun jampang, segar",34,3.8,0.5,5.3,1.4,21,245,1,0,0,0,0,0,0.03,0,0,3,Tunggal,Sayur,Sarapan
DR030,"Daun jawaw seluang, segar",93,5,1.3,15.3,3.9,146,103,5.3,2,434,0.5,1.5,0,0.1,0.7,0,9,Tunggal,Sayur,Sarapan
DR031,"Daun jonghe, segar",27,2.1,0.7,4.4,2,253,192,9.5,0,0,0,0,0,0.01,0,0,1,Tunggal,Sayur,Sarapan
DR032,"Daun kacang ma, segar",36,2.9,0.6,6.8,1.8,64,220,2.2,7,485.3,0.2,0.3,0,0.04,0.18,1.2,4,Tunggal,Sayur,Sarapan
DR033,"Daun kacang panjang, segar",30,3.1,0.3,5.8,1.7,200,66,4.5,7,458.6,0.2,0.3,0,0.33,0.2,1.1,30,Tunggal,Sayur,Sarapan
DR034,"Daun kasbi/singkong karet, segar",92,4,3.6,10.9,5.8,140,70,1.6,70,90,0.3,1.1,0,0.1,0.2,0.1,74,Tunggal,Sayur,Sarapan
DR035,"Daun katuk, segar",59,6.4,1,9.9,1.5,233,98,3.5,21,478.8,0.3,1.3,0,0,0.31,2.3,164,Tunggal,Sayur,Sarapan
DR036,"Daun kecipir, segar",52,5,0.5,8.5,0,134,81,6.2,6,114,0.3,0.8,0,0.28,0.4,2.2,29,Tunggal,Sayur,Sarapan
DR037,"Daun kedondong, segar",59,3.5,0.3,13.4,10.7,540,82,6.2,12,579,0,0,0,0.06,0.2,1.5,29,Tunggal,Sayur,Sarapan
DR038,"Daun kelor, segar",92,5.1,1.6,14.3,8.2,1077,76,6,61,298,0.1,0.6,0,0.3,0.1,4.2,22,Tunggal,Sayur,Sarapan
DR039,"Daun kemangi, segar",43,5.5,0.3,7.5,8.4,35,106,1,10,457.1,0,0,0,0.06,0.1,1.2,30,Tunggal,Sayur,Sarapan
DR040,"Daun kenikir, segar",45,3.7,0.5,6.6,5.8,328,65,2.7,431,431,0.1,0.6,0,0.5,0.3,4.5,0.2,Tunggal,Sayur,Sarapan
DR041,"Daun kesum, segar",48,4.5,0.8,9.1,1.6,125,142,2.6,11,174.7,0.4,1.2,0,0.01,0.1,1.6,4,Tunggal,Sayur,Sarapan
DR043,"Daun koro, segar",23,3,0.3,3.7,0,134,81,6.2,4,68.4,0.2,0.5,0,0.28,0.2,1.3,29,Tunggal,Sayur,Sarapan
DR044,"Daun kubis, segar",51,2.5,1.1,8,3.4,100,50,3.4,50,100,0.9,0.6,0,0.4,0.1,0.2,16,Tunggal,Sayur,Sarapan
DR045,"Daun kumak, segar",14,1.3,0.3,2.3,0.9,90,59,2.7,2,36.5,0.1,0.3,0,0.01,0,0.5,3,Tunggal,Sayur,Sarapan
DR048,"Daun lamtoro, segar",87,8.3,1.8,14.4,3.3,725,174,3.9,10,197.7,0.5,1.4,0,0,0.1,2.3,32,Tunggal,Sayur,Sarapan
DR050,"Daun leunca, segar",49,4.7,0.5,8.1,0,210,80,6.1,0,0,0,0,0,0.14,0,0,40,Tunggal,Sayur,Sarapan
DR052,"Daun lompong talas, segar",44,3,0.8,7.4,3.3,76,59,1,3,578.4,0.2,0.4,0,0.08,0.4,1.4,31,Tunggal,Sayur,Sarapan
DR053,"Daun mangkokan, segar",57,3.7,0.3,11.8,0,474,49,4,0,0,0,0,0,0.06,0,0,83,Tunggal,Sayur,Sarapan
DR054,"Daun matel ambon, segar",71,6.8,1.6,11.5,4.6,93,95,10.2,0,0,0,0,0,0.08,0,0,26,Tunggal,Sayur,Sarapan
DR056,"Daun mengkudu, segar",65,4,1.7,11.4,3.9,296,40,6.9,0,0,0,0,0,0.01,0.1,5.7,35,Tunggal,Sayur,Sarapan
DR059,"Daun pakis, segar",39,4.5,0.4,6.9,2,136,159,2.3,20,201.9,0.2,0.3,0,0.02,0.1,0.5,3,Tunggal,Sayur,Sarapan
DR060,"Daun pakis longgiho, segar",54,2.2,3.6,3.1,2.1,40,80,0.7,70,500,0.4,0.1,0,0.4,0.3,0.2,8,Tunggal,Sayur,Sarapan
DR061,"Daun pakis wambateu, segar",53,3.4,1.2,7.2,4.8,30,100,0.3,20,200,0.2,0.3,0,0.7,0.2,0.3,6,Tunggal,Sayur,Sarapan
DR066,"Daun pohpohan, segar",37,2.5,0.8,6.9,2.6,744,80,5.9,0,0,0,0,0,0.03,0,0,5,Tunggal,Sayur,Sarapan
DR067,"Daun selasih, segar",62,4,0.5,10.5,5.3,122,16,13.9,3,259,0.4,0.7,0,0.5,0.1,0.2,24,Tunggal,Sayur,Sarapan
DR068,"Daun semanggi, segar",45,4.4,0.5,8.5,1.9,98,90,7,64,520.7,0.5,0.3,0,0.01,0.5,0.7,6,Tunggal,Sayur,Sarapan
DR069,"Daun simpur, segar",53,3.2,2.5,7.6,1.6,228,194,3.5,0,0,0,0,0,0.02,0,0,5,Tunggal,Sayur,Sarapan
DR070,"Daun singkil, segar",68,2,1,15.2,3.3,178,86,2.1,0,0,0,0,0,0.02,0,0,3,Tunggal,Sayur,Sarapan
DR071,"Daun singkong, segar",50,6.2,1.1,7.1,2.4,166,99,1.3,17,23.1,0.1,2,0,0.04,0.1,1.8,103,Tunggal,Sayur,Sarapan
DR073,"Daun singkong ampenan, segar",50,6.2,1.1,7.1,2.4,352,123,2.7,49,570,0.2,1.3,0,0.5,0.1,1.6,103,Tunggal,Sayur,Sarapan
DR074,"Daun singkong kopang, segar",74,6.3,0.7,10.7,4.6,142,115,1.7,32,382,0.2,1.5,0,0.5,0.5,1.9,211,Tunggal,Sayur,Sarapan
DR075,"Daun sintrong, segar",36,2.6,0.9,6.1,1.7,398,95,9.3,64,444.4,0.1,0.4,0,0.03,0.2,0.9,3,Tunggal,Sayur,Sarapan
DR076,"Daun talas, segar",59,3,0.4,13.5,3,236,50,2.4,4,854.1,0.4,0.5,0,0.07,0.6,2,24,Tunggal,Sayur,Sarapan
DR077,"Daun tespong, segar",70,2.9,0.3,13.9,2.3,155,65,2.5,72,0,0.15,0.9,0,0.05,0.7,1.4,21,Tunggal,Sayur,Sarapan
DR078,"Daun ubi kuning, segar",62,3.7,0.3,11.1,6.4,170,40,0.6,10,0,0.2,0.5,0,0.3,0.3,1.2,4,Tunggal,Sayur,Sarapan
DR079,"Daun ubi merah, segar",48,3,0.3,10.8,1.4,80,81,6.4,33,517.3,0,0.4,0,0.1,0.2,1.2,27,Tunggal,Sayur,Sarapan
DR080,"Daun ubi putih, segar",46,2.8,0.2,8.2,4.8,120,50,0.8,10,0,0.2,0.5,0,0.3,0.3,0.9,8,Tunggal,Sayur,Sarapan
DR081,"Daun ubi tinta, segar",55,1.7,0.1,11.9,7.6,120,40,0.6,10,0,0.2,0.5,0,0.2,0,0,7,Tunggal,Sayur,Sarapan
DR082,"Eceng, segar",19,1,0.2,3.8,1.8,80,45,3.7,45,634.1,0,0,0,0.08,0.1,0.7,50,Tunggal,Sayur,Sarapan
DR083,"Gambas (oyong), segar",19,0.8,0.2,4.1,1.3,19,33,0.9,23,109.1,0,0.1,0,0.03,0,0.4,8,Tunggal,Sayur,Sarapan
DR085,"Jagung muda / semi, segar",35,2.2,0.1,7.4,1.9,7,100,0.5,353,230.2,0.1,0.8,0,0.08,0.16,0.9,8,Tunggal,Sayur,Sarapan
DR088,"Jamur kuping, segar",21,3.8,0.6,0.9,5.1,3,94,1.7,17,33.4,0.19,0.1,0,0.1,0.09,0.1,5,Tunggal,Sayur,Sarapan
DR089,"Jamur merang, segar",30,3.5,0.2,4,2.4,14,117,1,300,300,0.3,0.8,0,0.02,0.2,0.5,0.2,Tunggal,Sayur,Sarapan
DR090,"Jamur tiram, segar",30,1.9,0.1,5.5,3.6,9,83,0.7,226,226,0,0.8,0,0.3,0.2,1,0.2,Tunggal,Sayur,Sarapan
DR092,"Jantung pisang, segar",32,1.2,0.3,7.1,3.2,30,50,0.1,3,524,0.09,0.3,0,0.05,0.03,0.8,10,Tunggal,Sayur,Sarapan
DR094,"Jotang, segar",34,1.9,0.3,7.1,3.5,162,41,4,59,388.5,0.3,1.2,0,0.03,0,0.4,20,Tunggal,Sayur,Sarapan
DR096,"Kacang mekah, polong, segar",22,1.1,1,3.4,1.1,63,296,1,2,69.2,0.3,0,0,0.02,0,0.4,0,Tunggal,Sayur,Sarapan
DR097,"Kacang panjang, segar",31,2.3,0.1,5.3,2.7,60,64,0.6,30,213,0.1,0.5,0,0.7,0.1,0.3,46,Tunggal,Sayur,Sarapan
DR099,"Kalakai, segar",38,2.4,0.2,6.6,5.8,18,90,1.1,7,443,0.4,0.9,0,0.3,0.1,0,8,Tunggal,Sayur,Sarapan
DR100,"Kangkung, segar",28,3.4,0.7,3.9,2,67,54,2.3,65,250.1,0.13,0.4,0,0.07,0.36,2,17,Tunggal,Sayur,Sarapan
DR102,"Kapri muda, segar",45,3.3,0.2,9,1.8,51,85,1,2,118.4,0.09,0.7,0,0.2,0.1,0.9,49,Tunggal,Sayur,Sarapan
DR104,"Kecipir muda, segar",32,2.9,0.2,5.8,5.5,63,37,0.3,3,103.8,0.18,0.4,0,0.24,0.11,0.7,19,Tunggal,Sayur,Sarapan
DR105,"Kecombrang, segar",34,0.9,1,6.7,2.6,60,16,1,47,650.6,0,0,0,0,0.02,0.8,0,Tunggal,Sayur,Sarapan
DR107,"Kembang turi, segar",51,1.8,0.6,9.6,5,23,29,0.9,22,275.3,0.15,0.9,0,0.13,0.12,0.6,41,Tunggal,Sayur,Sarapan
DR108,"Kerokot, segar",26,1.7,0.4,3.8,1,103,39,3.6,4,240.5,0.23,0.9,0,0.03,0.09,0.2,25,Tunggal,Sayur,Sarapan
DR109,"Ketimun, segar",8,0.2,0.2,1.4,0.3,29,95,0.8,2,57.1,0.02,0.1,0,0.01,0.02,0.1,1,Tunggal,Sayur,Sarapan
DR110,"Ketimun krai, segar",10,0.5,0.2,2,0.6,20,98,1,10,82.1,0.03,0.1,0,0.02,0.03,0.1,3,Tunggal,Sayur,Sarapan
DR111,"Ketimun madura, segar",9,0.5,0.1,1.9,0.7,15,102,0.6,2,78.9,0.02,0.1,0,0.02,0.02,0.1,5,Tunggal,Sayur,Sarapan
DR112,"Komak, segar",99,3.3,0.1,21.2,10.3,50,99,13.1,15,567,0.2,0.6,0,0.2,0.19,0.1,0,Tunggal,Sayur,Sarapan
DR117,"Kucai, segar",45,2.2,0.3,10.3,4.8,52,50,1.1,21,439.5,0.11,0.5,0,0.11,0.2,1.8,17,Tunggal,Sayur,Sarapan
DR118,"Kucai muda (Lokio), segar",42,3.8,0.6,7.8,4.9,76,91,2.5,22,449.1,0.11,0.5,0,0.11,0.2,1.8,59,Tunggal,Sayur,Sarapan
